Experiment	bias spectroscopy	
Date	21.11.2022 12:31:28	
User		
X (m)	521.149E-9	
Y (m)	-513.365E-9	
Z (m)	-106.678E-9	
Z offset (m)	0E+0	
Settling time (s)	4E-3	
Integration time (s)	8E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	-106.684E-9	
Filter type	None	
Order		
Cutoff frq		
Comment01	SiC	

[DATA]
Bias calc (V)	Current (A)	LIX 1 omega (A)	LIY 1 omega (A)
844.379E-3	3.01876E-12	-16.6266E-12	992.234E-15
847.116E-3	5.15156E-12	-16.3858E-12	1.17737E-12
849.853E-3	5.65834E-12	-16.6383E-12	1.17097E-12
852.591E-3	4.82597E-12	-16.6941E-12	961.686E-15
855.328E-3	2.81181E-12	-16.6396E-12	864.154E-15
858.065E-3	2.11697E-12	-16.4762E-12	869.789E-15
860.802E-3	1.85661E-12	-16.6096E-12	804.244E-15
863.539E-3	3.46107E-12	-16.4964E-12	1.16694E-12
866.276E-3	6.12011E-12	-16.5876E-12	1.22162E-12
869.013E-3	6.45180E-12	-16.6746E-12	955.894E-15
871.750E-3	5.35984E-12	-16.5562E-12	1.17899E-12
874.487E-3	3.32756E-12	-16.5712E-12	957.970E-15
877.224E-3	2.30541E-12	-16.5011E-12	581.393E-15
879.961E-3	1.99642E-12	-16.5987E-12	745.145E-15
882.698E-3	3.31249E-12	-16.3981E-12	1.01715E-12
885.435E-3	5.75123E-12	-16.4698E-12	1.16313E-12
888.172E-3	8.99830E-12	-16.3829E-12	1.36100E-12
890.909E-3	6.73409E-12	-16.6955E-12	1.22728E-12
893.646E-3	4.06075E-12	-16.6915E-12	981.940E-15
896.383E-3	2.56596E-12	-16.6831E-12	901.418E-15
899.120E-3	2.42748E-12	-16.5905E-12	1.02244E-12
901.857E-3	3.17879E-12	-16.6535E-12	944.027E-15
904.594E-3	5.65090E-12	-16.6103E-12	1.27316E-12
907.331E-3	7.30095E-12	-16.5342E-12	1.40107E-12
910.069E-3	6.19850E-12	-16.5128E-12	1.06234E-12
912.806E-3	5.16529E-12	-16.7994E-12	1.07453E-12
915.543E-3	3.18985E-12	-16.8545E-12	849.258E-15
918.280E-3	3.11203E-12	-16.3959E-12	931.335E-15
921.017E-3	3.73726E-12	-16.4888E-12	939.870E-15
923.754E-3	7.14664E-12	-16.3049E-12	1.28540E-12
926.491E-3	8.80451E-12	-16.4614E-12	1.16827E-12
929.228E-3	8.14285E-12	-16.6277E-12	1.23840E-12
931.965E-3	5.59597E-12	-16.7078E-12	813.188E-15
934.702E-3	3.75195E-12	-16.6020E-12	755.277E-15
937.439E-3	2.94571E-12	-16.4839E-12	783.299E-15
940.176E-3	3.22380E-12	-16.4583E-12	617.397E-15
942.913E-3	5.35488E-12	-16.4489E-12	1.12038E-12
945.650E-3	7.54852E-12	-16.4260E-12	1.13192E-12
948.387E-3	7.78027E-12	-16.6736E-12	1.06507E-12
951.124E-3	5.16357E-12	-16.6613E-12	1.06467E-12
953.861E-3	4.36249E-12	-16.6837E-12	810.045E-15
956.598E-3	3.43857E-12	-16.5277E-12	776.946E-15
959.335E-3	4.52385E-12	-16.5231E-12	970.367E-15
962.072E-3	5.64499E-12	-16.2502E-12	1.07244E-12
964.809E-3	8.77399E-12	-16.4456E-12	1.19910E-12
967.547E-3	9.05819E-12	-16.6378E-12	1.27874E-12
970.284E-3	6.70853E-12	-16.5158E-12	1.17534E-12
973.021E-3	5.78995E-12	-16.4909E-12	759.407E-15
975.758E-3	4.57878E-12	-16.5366E-12	1.06950E-12
978.495E-3	4.60110E-12	-16.4125E-12	855.226E-15
981.232E-3	5.12791E-12	-16.6395E-12	937.340E-15
983.969E-3	8.29182E-12	-16.3566E-12	1.04982E-12
986.706E-3	8.57124E-12	-16.4856E-12	1.19224E-12
989.443E-3	8.53577E-12	-16.5256E-12	1.11439E-12
992.180E-3	5.96409E-12	-16.4750E-12	1.00426E-12
994.917E-3	4.64134E-12	-16.6774E-12	953.190E-15
997.654E-3	3.82175E-12	-16.5199E-12	824.985E-15
1.00039E+0	4.34570E-12	-16.3498E-12	834.582E-15
1.00313E+0	8.96549E-12	-16.1909E-12	1.23426E-12
1.00587E+0	12.3234E-12	-16.6935E-12	1.55620E-12
1.00860E+0	13.3102E-12	-16.4564E-12	1.43045E-12
1.01134E+0	9.83810E-12	-16.6143E-12	1.21888E-12
1.01408E+0	6.94828E-12	-16.6464E-12	1.03477E-12
1.01681E+0	4.96597E-12	-16.5143E-12	927.275E-15
1.01955E+0	5.83744E-12	-16.5095E-12	902.312E-15
1.02229E+0	7.70760E-12	-16.3583E-12	1.17213E-12
1.02502E+0	13.9549E-12	-16.5074E-12	1.62435E-12
1.02776E+0	14.2847E-12	-16.6069E-12	1.49317E-12
1.03050E+0	11.8988E-12	-16.8634E-12	1.43368E-12
1.03324E+0	7.12681E-12	-16.8269E-12	875.096E-15
1.03597E+0	4.97417E-12	-16.6069E-12	1.19153E-12
1.03871E+0	5.56984E-12	-16.6696E-12	1.01463E-12
1.04145E+0	7.66926E-12	-16.3261E-12	1.13041E-12
1.04418E+0	13.8592E-12	-16.4604E-12	1.49918E-12
1.04692E+0	15.3709E-12	-16.7225E-12	1.57399E-12
1.04966E+0	14.8581E-12	-16.6406E-12	1.67165E-12
1.05239E+0	8.77647E-12	-16.6080E-12	1.19488E-12
1.05513E+0	5.71728E-12	-16.5049E-12	1.00435E-12
1.05787E+0	4.93908E-12	-16.5265E-12	893.500E-15
1.06061E+0	7.04727E-12	-16.4950E-12	1.21492E-12
1.06334E+0	12.8128E-12	-16.2085E-12	1.55588E-12
1.06608E+0	18.9510E-12	-16.3070E-12	1.84252E-12
1.06882E+0	17.2081E-12	-16.6119E-12	1.45150E-12
1.07155E+0	10.4374E-12	-16.8613E-12	1.05408E-12
1.07429E+0	6.05087E-12	-16.7850E-12	727.833E-15
1.07703E+0	5.38921E-12	-16.4634E-12	1.03031E-12
1.07977E+0	8.99162E-12	-16.3383E-12	1.12237E-12
1.08250E+0	13.6904E-12	-16.3258E-12	1.45045E-12
1.08524E+0	25.5722E-12	-16.4613E-12	1.90350E-12
1.08798E+0	19.9125E-12	-16.7739E-12	1.21322E-12
1.09071E+0	13.1792E-12	-16.7156E-12	1.24483E-12
1.09345E+0	6.32629E-12	-16.6889E-12	1.03427E-12
1.09619E+0	5.21545E-12	-16.6373E-12	963.086E-15
1.09892E+0	7.79934E-12	-16.3815E-12	1.04706E-12
1.10166E+0	13.1649E-12	-16.5224E-12	1.39145E-12
1.10440E+0	22.1889E-12	-16.4552E-12	1.95316E-12
1.10714E+0	18.4589E-12	-17.0279E-12	1.20872E-12
1.10987E+0	13.1382E-12	-16.5721E-12	1.20042E-12
1.11261E+0	8.61340E-12	-16.5516E-12	1.16807E-12
1.11535E+0	6.73294E-12	-16.5791E-12	1.07856E-12
1.11808E+0	7.38602E-12	-16.5173E-12	1.24675E-12
1.12082E+0	12.5111E-12	-16.4126E-12	1.27071E-12
1.12356E+0	18.1086E-12	-16.5261E-12	1.72222E-12
1.12630E+0	19.5288E-12	-16.7444E-12	1.55139E-12
1.12903E+0	13.8687E-12	-16.7562E-12	1.23489E-12
1.13177E+0	9.52320E-12	-16.5686E-12	1.01364E-12
1.13451E+0	7.21893E-12	-16.8284E-12	891.478E-15
1.13724E+0	8.18996E-12	-16.5542E-12	1.11938E-12
1.13998E+0	12.8727E-12	-16.2874E-12	1.48037E-12
1.14272E+0	16.2609E-12	-16.4121E-12	1.36139E-12
1.14545E+0	20.8994E-12	-16.4725E-12	1.89918E-12
1.14819E+0	13.5555E-12	-16.7409E-12	933.306E-15
1.15093E+0	11.5622E-12	-16.5539E-12	1.14800E-12
1.15367E+0	9.44996E-12	-16.7256E-12	1.10431E-12
1.15640E+0	9.99661E-12	-16.5393E-12	984.196E-15
1.15914E+0	12.9181E-12	-16.4254E-12	1.32263E-12
1.16188E+0	16.6590E-12	-16.4845E-12	1.14680E-12
1.16461E+0	19.7800E-12	-16.2877E-12	1.66917E-12
1.16735E+0	15.1747E-12	-16.7738E-12	944.320E-15
1.17009E+0	11.3995E-12	-16.7077E-12	1.07691E-12
1.17283E+0	9.24473E-12	-16.4378E-12	1.05441E-12
1.17556E+0	11.5612E-12	-16.6086E-12	1.05264E-12
1.17830E+0	13.4077E-12	-16.3414E-12	1.48944E-12
1.18104E+0	21.2786E-12	-16.2939E-12	1.78110E-12
1.18377E+0	21.6455E-12	-16.1992E-12	1.58063E-12
1.18651E+0	20.7117E-12	-16.5598E-12	1.53900E-12
1.18925E+0	12.6934E-12	-16.7323E-12	1.12867E-12
1.19198E+0	10.5934E-12	-16.7276E-12	1.04348E-12
1.19472E+0	10.3281E-12	-16.6519E-12	1.15714E-12
1.19746E+0	14.0127E-12	-16.3980E-12	1.31390E-12
1.20020E+0	18.8976E-12	-16.4363E-12	1.40772E-12
1.20293E+0	19.8435E-12	-16.7062E-12	1.44089E-12
1.20567E+0	21.8521E-12	-16.2466E-12	2.06006E-12
1.20841E+0	13.0724E-12	-16.8913E-12	1.02832E-12
1.21114E+0	12.9133E-12	-16.5193E-12	1.18973E-12
1.21388E+0	10.4008E-12	-16.7209E-12	1.01562E-12
1.21662E+0	12.9665E-12	-16.5677E-12	1.32720E-12
1.21935E+0	17.4353E-12	-16.2491E-12	1.69425E-12
1.22209E+0	23.2828E-12	-16.3301E-12	1.47260E-12
1.22483E+0	25.1013E-12	-16.3494E-12	1.77943E-12
1.22757E+0	17.5823E-12	-16.9138E-12	959.877E-15
1.23030E+0	12.8704E-12	-16.4792E-12	1.37117E-12
1.23304E+0	9.33762E-12	-16.5639E-12	930.305E-15
1.23578E+0	10.5463E-12	-16.5848E-12	1.04060E-12
1.23851E+0	15.1651E-12	-15.9557E-12	1.09688E-12
1.24125E+0	26.5869E-12	-16.4655E-12	1.81350E-12
1.24399E+0	30.2649E-12	-16.3301E-12	1.86531E-12
1.24673E+0	25.4831E-12	-16.9262E-12	1.08247E-12
1.24946E+0	13.1300E-12	-16.5840E-12	929.097E-15
1.25220E+0	9.05189E-12	-16.5152E-12	816.970E-15
1.25494E+0	8.00705E-12	-16.6170E-12	773.853E-15
1.25767E+0	13.6486E-12	-16.4920E-12	1.22470E-12
1.26041E+0	29.0262E-12	-16.1941E-12	1.77009E-12
1.26315E+0	35.1767E-12	-16.4471E-12	1.91816E-12
1.26588E+0	32.3893E-12	-16.6850E-12	1.65210E-12
1.26862E+0	17.5390E-12	-16.9498E-12	747.770E-15
1.27136E+0	11.3726E-12	-16.5903E-12	970.467E-15
1.27410E+0	7.84683E-12	-16.5755E-12	942.864E-15
1.27683E+0	15.1657E-12	-16.2020E-12	1.49218E-12
1.27957E+0	26.0893E-12	-16.0416E-12	1.70785E-12
1.28231E+0	40.2958E-12	-16.5658E-12	2.24549E-12
1.28504E+0	36.1519E-12	-16.6693E-12	1.99192E-12
1.28778E+0	21.3240E-12	-17.2091E-12	824.830E-15
1.29052E+0	10.6235E-12	-16.6812E-12	1.19487E-12
1.29326E+0	9.40342E-12	-16.5663E-12	1.00563E-12
1.29599E+0	13.2420E-12	-16.3869E-12	1.22616E-12
1.29873E+0	21.9828E-12	-16.2849E-12	1.63042E-12
1.30147E+0	34.6411E-12	-16.4322E-12	2.31689E-12
1.30420E+0	31.2586E-12	-16.6905E-12	1.70743E-12
1.30694E+0	22.5082E-12	-16.8167E-12	1.35785E-12
1.30968E+0	11.6419E-12	-16.7532E-12	1.09991E-12
1.31241E+0	11.2511E-12	-16.5651E-12	1.08092E-12
1.31515E+0	12.3308E-12	-16.4458E-12	1.19858E-12
1.31789E+0	20.3398E-12	-16.5927E-12	1.77996E-12
1.32063E+0	29.0104E-12	-16.3938E-12	2.00115E-12
1.32336E+0	33.2716E-12	-16.5758E-12	1.67710E-12
1.32610E+0	26.3586E-12	-16.4345E-12	1.56477E-12
1.32884E+0	15.8850E-12	-16.7534E-12	1.14394E-12
1.33157E+0	13.7833E-12	-16.5818E-12	1.22787E-12
1.33431E+0	11.9833E-12	-16.4666E-12	1.28645E-12
1.33705E+0	18.9802E-12	-16.3732E-12	1.85720E-12
1.33979E+0	24.5049E-12	-16.3661E-12	1.66963E-12
1.34252E+0	35.8744E-12	-16.2224E-12	2.14494E-12
1.34526E+0	31.2666E-12	-16.8964E-12	1.75172E-12
1.34800E+0	23.4196E-12	-17.0887E-12	1.38808E-12
1.35073E+0	14.8878E-12	-16.5431E-12	1.30416E-12
1.35347E+0	11.5719E-12	-17.0536E-12	846.475E-15
1.35621E+0	14.9504E-12	-16.2452E-12	1.57427E-12
1.35894E+0	21.3089E-12	-16.3932E-12	1.42197E-12
1.36168E+0	35.2097E-12	-16.1661E-12	1.99531E-12
1.36442E+0	41.2235E-12	-16.2505E-12	1.59241E-12
1.36716E+0	32.5617E-12	-16.8271E-12	1.64589E-12
1.36989E+0	18.6239E-12	-16.5315E-12	1.34637E-12
1.37263E+0	12.8757E-12	-16.7689E-12	1.05768E-12
1.37537E+0	12.9997E-12	-16.4542E-12	1.35004E-12
1.37810E+0	21.8273E-12	-16.3408E-12	1.51993E-12
1.38084E+0	31.5395E-12	-16.3021E-12	1.63425E-12
1.38358E+0	45.0504E-12	-16.5655E-12	2.77019E-12
1.38631E+0	33.7326E-12	-16.7789E-12	1.28708E-12
1.38905E+0	21.1451E-12	-16.7691E-12	1.01722E-12
1.39179E+0	16.2172E-12	-16.6513E-12	1.04614E-12
1.39453E+0	13.3623E-12	-16.6704E-12	1.03396E-12
1.39726E+0	21.3917E-12	-16.1464E-12	1.89124E-12
1.40000E+0	27.6871E-12	-16.3713E-12	1.58366E-12
